"Supplementary Data 9. R - Resistance, S - Susceptible"													
sample_set	comid	sra_accessions	species	Rifampicin	Isoniazid	Ethambutol	Kanamycin	Capreomycin	Amikacin	Streptomycin	Ciprofloxacin	Moxifloxacin	Amoxicillin
MTBC_B	TRL0039671-S15	SRR2101598		R	R	S	S	S	S	R	 	S	S
MTBC_B	TRL0040311-S22	SRR2101599		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0040326-S29	SRR2101600		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0040331-S7	SRR2101601		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0040360-S9	SRR2101602		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0040496-S23	SRR2101603		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0040499-S24	SRR2101604		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0040652-S21	SRR2101605		S	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0040865-S1	SRR2101606		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0040920	SRR2101607		S	R	S	 	 	 	R	 	S	S
MTBC_B	TRL0040969-S27	SRR2101608		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0041171-S25	SRR2101609		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0041346-S20	SRR2101610		S	S	S	R	S	S	S	 	S	S
MTBC_B	TRL0041397-S11	SRR2101611		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0042827-S3	SRR2101612		S	S	S	S	S	S	S	 	R	S
MTBC_B	TRL0043120-S7	SRR2101613		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0043243-S18	SRR2101614		S	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0043301-S22	SRR2101615		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0043322-S7	SRR2101616		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0043478-S14	SRR2101617		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0043527-S1	SRR2101618		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0043666-S11	SRR2101619		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0043753-S29	SRR2101620		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0044622-S3	SRR2101621		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0045077-S11	SRR2101622		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0045387-S12	SRR2101623		R	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0045639-S8	SRR2101624		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0045723-S31	SRR2101625		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0045822-S7	SRR2101626		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0045830-S16	SRR2101627		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0046086-S18	SRR2101628		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0046151-S4	SRR2101629		S	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0046340-S3	SRR2101630		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0046364-S13	SAMN03648878		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0047754-S26	SRR2101632		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0049135-S3	SRR2101633		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0049162-S14	SRR2101634		S	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0049838-S24	SRR2101635		S	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0050577-S10	SRR2101636		S	S	S	R	S	S	R	 	S	S
MTBC_B	TRL0050689-S4	SRR2101637		S	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0051642-S16	SRR2101638		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0051961-S35	SRR2101639		S	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0052654-S12	SRR2101640		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0053150-S11	SRR2101641		R	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0053182-S12	SRR2101642		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0053298-S15	SRR2101643		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0054630-S6	SRR2101644		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0054676-S6	SRR2101645		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0054899-S1	SRR2101646		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0055792-S4	SRR2101647		S	S	S	S	S	S	R	 	S	S
MTBC_B	TRL0056108-S28	SRR2101648		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0056156-S14	SRR2101649		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0056983-S31	SRR2101650		S	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0057006-S8	SRR2101651		S	S	S	S	S	R	S	 	S	S
MTBC_B	TRL0057616-S8	SRR2101652		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0057674-S4	SRR2101653		S	R	S	S	S	S	R	 	S	S
MTBC_B	TRL0057764-S21	SRR2101654		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0058691-S3	SRR2101655		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0058892-S16	SRR2101656		S	S	S	R	S	 	S	 	S	S
MTBC_B	TRL0058914-S7	SRR2101657		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0059001-S5	SRR2101658		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0059070-S30	SRR2101659		S	S	S	S	S	S	R	 	S	S
MTBC_B	TRL0059183-S11	SRR2101660		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0059197-S10	SRR2101661		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0059489-S28	SRR2101662		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0059646-S17	SRR2101663		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0060199-S17	SRR2101664		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0060342-S24	SRR2101665		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0060376-S28	SRR2101666		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0061033-S18	SRR2101667		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0061447-S19	SRR2101668		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0062100	SRR2101669		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0062143-S18	SRR2101670		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0062170-S16	SRR2101671		S	S	S	S	S	S	S	 	R	S
MTBC_B	TRL0063032-S21	SRR2101672		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0063055-S29	SRR2101673		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0063456-S10	SRR2101674		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0063481-S2	SRR2101675		R	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0063555-S31	SRR2101676		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0063724	SRR2101677		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0063884-S3	SRR2101678		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0063896-S4	SRR2101679		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0063914-S16	SRR2101680		S	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0064013-S5	SRR2101681		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0064051	SRR2101682		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0064106	SRR2101683		S	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0064743	SRR2101684		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0065076-S23	SRR2101685		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0065110	SRR2101686		S	R	S	S	S	S	R	 	S	S
MTBC_B	TRL0065252-S30	SRR2101687		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0065783-S36	SRR2101688		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0066126	SRR2101689		S	S	S	S	S	S	R	 	S	S
MTBC_B	TRL0066835-S21	SRR2101690		R	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0066916-S30	SRR2101691		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0067004-S31	SRR2101692		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0067090-S39	SRR2101693		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0067425-S8	SRR2101694		S	S	S	R	S	S	S	 	S	S
MTBC_B	TRL0067769-S10	SRR2101695		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0067882-S44	SRR2101696		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0067893-S5	SRR2101697		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0070076-S27	SRR2101698		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0070793-S28	SRR2101699		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0070824-S29	SRR2101700		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0070946-S21	SRR2101701		S	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0071256-S14	SRR2101702		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0071347-S18	SRR2101703		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0071867-S21	SRR2101704		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0072239-S14	SRR2101705		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0072266-S6	SRR2101706		S	S	S	S	S	S	R	 	S	S
MTBC_B	TRL0072301-S14	SRR2101707		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0072847-S34	SRR2101708		R	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0073346-S17	SRR2101709		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0073356-S35	SRR2101710		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0073381-S2	SRR2101711		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0073593-S1	SRR2101712		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0073901-S17	SRR2101713		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0074012-S30	SRR2101714		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0074630-S3	SRR2101715		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0074676-S5	SRR2101716		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0074770-S22	SRR2101717		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0075111-S5	SRR2101718		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0075296-S24	SRR2101719		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0075316-S18	SRR2101720		S	S	S	R	S	S	S	 	S	S
MTBC_B	TRL0075618-S48	SRR2101721		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0075945-S5	SRR2101722		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0076956-S28	SRR2101723		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0077249-S15	SRR2101724		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0077719-S14	SRR2101725		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0077722-S13	SRR2101726		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0077954-S26	SRR2101727		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0078551-S40	SRR2101728		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0078595-S27	SRR2101729		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0078651-S39	SRR2101730		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0078704-S32	SRR2101731		R	R	S	S	S	S	R	 	R	R
MTBC_B	TRL0078721-S40	SRR2101732		S	S	R	S	S	S	S	 	S	S
MTBC_B	TRL0078962-S28	SRR2101733		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0078971-S30	SRR2101734		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0078973-S11	SRR2101735		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0079131-S27	SRR2101736		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0079452-S12	SRR2101737		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0079551-S12	SRR2101738		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0079834-S3	SRR2101739		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0079878-S33	SRR2101740		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0080005-S15	SRR2101741		S	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0080018-S12	SRR2101742		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0080038-S9	SRR2101743		S	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0080041-S19	SRR2101744		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0080043-S24	SRR2101745		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0080058-S10	SRR2101746		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0080213-S17	SRR2101747		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0080353-S32	SRR2101748		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0080404-S40	SRR2101749		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0080516-S28	SRR2101750		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0080532-S39	SRR2101751		S	S	S	S	R	S	S	 	S	S
MTBC_B	TRL0080546-S41	SRR2101752		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0080687-S31	SRR2101753		R	R	S	S	S	S	R	 	S	S
MTBC_B	TRL0080690	SRR2101754		R	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0080718-S23	SRR2101755		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0080723-S21	SRR2101756		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0080727-S37	SRR2101757		R	R	R	R	S	S	R	 	S	S
MTBC_B	TRL0080752-S4	SRR2101758		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0080755-S38	SRR2101759		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0080776-S28	SRR2101760		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0080777-S13	SRR2101761		R	R	S	S	S	S	R	 	S	S
MTBC_B	TRL0080785-S12	SRR2101762		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0080791-S14	SRR2101763		R	R	S	S	S	S	R	 	S	S
MTBC_B	TRL0080801-S15	SRR2101764		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0080882-S14	SRR2101765		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0080884-S1	SRR2101766		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0080892-S44	SRR2101767		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0080930-S14	SRR2101768		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0080932-S20	SRR2101769		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0081243-S3	SRR2101770		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0081253-S25	SRR2101771		S	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0081266-S48	SRR2101772		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0081268-S7	SRR2101773		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0081269-S18	SRR2101774		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0081319-S9	SRR2101775		R	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0081326-S20	SRR2101776		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0081349-S2	SRR2101777		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0081367-S19	SRR2101778		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0081395-S8	SRR2101779		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0081682-S42	SRR2101780		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0081746-S3	SRR2101781		S	S	S	S	S	S	R	 	S	S
MTBC_B	TRL0081761-S26	SRR2101782		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0081942-S6	SRR2101783		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0081955-S11	SRR2101784		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0082067-S3	SRR2101785		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0082082-S45	SRR2101786		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0082136-S24	SRR2101787		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0082159-S26	SRR2101788		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0082388-S37	SRR2101789		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0082601-S45	SRR2101790		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0082605-S22	SRR2101791		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0082637-S41	SRR2101792		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0082691-S24	SRR2101793		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0082771-S31	SRR2101794		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0083264-S4	SRR2101795		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0083275-S29	SRR2101796		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0083278-S8	SRR2101797		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0083314-S30	SRR2101798		S	R	S	S	S	S	S	 	S	S
MTBC_B	TRL0083371-S6	SRR2101799		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0083454-S15	SRR2101800		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0083460-S16	SRR2101801		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0083465-S13	SRR2101802		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0083472-S1	SRR2101803		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0083549-S20	SRR2101804		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0083568-S31	SRR2101805		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0083637-S3	SRR2101806		R	R	R	S	S	S	S	 	S	S
MTBC_B	TRL0083756-S15	SRR2101807		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0083821-S16	SRR2101808		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0084031-S28	SRR2101809		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0084076-S21	SRR2101810		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0084152-S40	SRR2101811		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0085498-S23	SRR2101812		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0085644-S26	SRR2101813		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0090037-S18	SRR2101814		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0091482-S35	SRR2101815		S	S	S	S	S	S	S	 	S	S
MTBC_B	TRL0093860-S21	SRR2101816		S	S	S	S	S	S	S	 	S	S
MTBC_B	YA00000352-S19	SRR2101827		S	S	S	S	S	S	S	 	S	S
MTBC_B	YA00000468-S9	SRR2101828		S	S	S	S	S	S	S	 	S	S
