"Supplementary Data 7. R - Resistance, S - Susceptible"													
sample_set	comid	sra_accessions	species	Rifampicin	Isoniazid	Ethambutol	Kanamycin	Capreomycin	Amikacin	Streptomycin	Ciprofloxacin	Moxifloxacin	Ofloxacin
MTBC_A2	C00017936	SRR2101202	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017934	SRR2101200	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017935	SRR2101201	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017932	SRR2101198	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017933	SRR2101199	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017930	SRR2101196	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017931	SRR2101197	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00009110	SRR2100312	tuberculosis		R	S					S		
MTBC_A2	C00014838	SRR2100904	tuberculosis	R	R	S	S	S	S	 	S	S	S
MTBC_A2	C00005542	ERR047007	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016862	SRR2101101	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016861	SRR2101100	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016867	SRR2101106	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016866	SRR2101105	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016865	SRR2101104	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016864	SRR2101103	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016869	SRR2101108	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016868	SRR2101107	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014558	SRR2100758	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016889	SRR2101128	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016888	SRR2101127	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016880	SRR2101119	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016883	SRR2101122	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016885	SRR2101124	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016886	SRR2101125	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013033	SRR2100621	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013032	SRR2100620	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013030	SRR2100618	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013037	SRR2100625	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013036	SRR2100624	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013035	SRR2100623	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013034	SRR2100622	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017978	SRR2101243	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008869	SRR2100323	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00014552	SRR2100753	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013107	SRR2100690	tuberculosis	S	S	S	 	 	 	 	S	 	 
MTBC_A2	C00013106	SRR2100689	tuberculosis	S	 	S	 	 	 	 	S	 	 
MTBC_A2	C00013105	SRR2100688	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013104	SRR2100687	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013103	SRR2100686	tuberculosis	S	S	S	 	 	 	 	S	 	 
MTBC_A2	C00013100	SRR2100683	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013109	SRR2100692	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013108	SRR2100691	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00007344	ERR072096	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00007345	SRR2100139	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00007346	SRR2100140	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00007347	SRR2469370	tuberculosis	S	S	S							
MTBC_A2	C00007340	SRR2100137	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00007341	SRR2100138	tuberculosis	S	S	S	 	 	 	S	 	 	 
MTBC_A2	C00007342	ERR072094	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00007343	ERR072095	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00007348	SRR2469376	tuberculosis	S	S	S							
MTBC_A2	C00005492	ERR046957	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005490	SRR2100094	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005495	ERR046960	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005498	ERR046963	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016920	SRR2101159	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008767	SRR2100227	tuberculosis	R	R	R	R	S	S	 	R	R	 
MTBC_A2	C00008766	SRR2100226	tuberculosis	R	S	S	S	S	S	S	S	S	S
MTBC_A2	C00008765	SRR2100225	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00012984	SRR2100572	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012985	SRR2100573	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012986	SRR2100574	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012987	SRR2100575	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012980	SRR2100568	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012981	SRR2100569	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008768	SRR2100228	tuberculosis	S	R	R	S	S	S	S	 	S	S
MTBC_A2	C00016921	SRR2101160	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014778	SRR2100861	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014905	SRR2100962	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014902	SRR2100961	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014900	SRR2100959	tuberculosis	S	S	S	 	 	 	 	S	 	 
MTBC_A2	C00014901	SRR2100960	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00003840	ERR040109	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014937	SRR2100986	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014836	SRR2100768	tuberculosis	R	R	S							
MTBC_A2	C00017960	SRR2101226	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014839	SRR2100905	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00008819	SRR2100274	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008818	SRR2100273	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014780	SRR2100863	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014837	SRR2100903	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00017962	SRR2101228	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016929	SRR2101168	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00009037	SRR2100239	tuberculosis	R	S	R	S	S	S		R	R	R
MTBC_A2	C00017967	SRR2101233	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008811	SRR2100267	tuberculosis	R	R	R	S	S	S	 	S	S	S
MTBC_A2	C00008810	SRR2100266	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017966	SRR2101232	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016875	SRR2101114	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016876	SRR2101115	tuberculosis	S	S	S	 	 	 	 	S	 	 
MTBC_A2	C00008812	SRR2100268	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016870	SRR2101109	tuberculosis	S	S	S	 	 	 	 	S	 	 
MTBC_A2	C00016871	SRR2101110	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016872	SRR2101111	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016873	SRR2101112	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016878	SRR2101117	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016879	SRR2101118	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008817	SRR2100272	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00008937	SRR2100387	tuberculosis	R	R	B	S	S	S	R	S	S	S
MTBC_A2	C00008816	SRR2100271	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00014537	SRR2100738	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016893	SRR2101132	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016890	SRR2101129	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016891	SRR2101130	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016896	SRR2101135	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016894	SRR2101133	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016895	SRR2101134	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013024	SRR2100612	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013025	SRR2100613	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013027	SRR2100615	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013021	SRR2100609	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013022	SRR2100610	tuberculosis	S	S	S	 	 	 	S	 	 	 
MTBC_A2	C00008931	SRR2100382	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013028	SRR2100616	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012906	SRR2100501	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013112	SRR2100695	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013113	SRR2100696	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013116	SRR2100699	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00013117	SRR2100700	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008749	SRR2100213	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012971	SRR2100562	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012970	SRR2100561	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012973	SRR2100564	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00000569	ERR025833	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012974	SRR2100565	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00018808	ERS389592	tuberculosis	S	S	S	 	 	 	 	S	 	 
MTBC_A2	C00018807	ERS389591	tuberculosis	S	S	S	 	 	 	 	S	 	 
MTBC_A2	C00005539	ERR047004	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005531	ERR046996	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005530	ERR046995	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005533	ERR046998	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005532	ERR046997	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005537	ERR047002	tuberculosis	S	R	S	 	 	 	 	 	 	 
MTBC_A2	C00012885	SRR2100482	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012884	SRR2100481	tuberculosis	S	S	S	 	 	 	 	S	 	 
MTBC_A2	C00012887	SRR2100484	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012886	SRR2100483	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012881	SRR2100479	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014935	SRR2100984	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012889	SRR2100486	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012888	SRR2100485	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008778	SRR2100237	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008770	SRR2100230	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008771	SRR2100231	tuberculosis	R	R	R	S	S	S	R	S	S	S
MTBC_A2	C00008772	SRR2100232	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008776	SRR2100235	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008777	SRR2100236	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014807	SRR2100888	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00014804	SRR2100885	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00014803	SRR2100884	tuberculosis	R	R	 	S	S	S	 	S	S	S
MTBC_A2	C00014802	SRR2100883	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00014801	SRR2100882	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00014809	SRR2100890	tuberculosis	R	R	S	S	S	S	 	S	S	S
MTBC_A2	C00008809	SRR2100265	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008800	SRR2100258	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00008801	SRR2100259	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00008806	SRR2100262	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008807	SRR2100263	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008805	SRR2100261	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00015025	SRR2101059	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005399	ERR046864	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005398	ERR046863	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005395	ERR046860	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005394	ERR046859	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005396	ERR046861	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005390	ERR046855	tuberculosis	R	R	S	 	 	 	 	S	 	 
MTBC_A2	C00005393	ERR046858	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005392	ERR046857	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008734	SRR2100199	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017917	SRR2101184	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008735	SRR2100200	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017918	SRR2101185	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012938	SRR2100529	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014796	SRR2100877	tuberculosis	S	R	 	 	 	 	 	S	 	 
MTBC_A2	C00014795	SRR2100876	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00014792	SRR2100873	tuberculosis	R	R	R	 	 	 	 	 	 	 
MTBC_A2	C00014799	SRR2100880	tuberculosis	R	R	S	S	S	S	S	S	S	S
MTBC_A2	C00012936	SRR2100527	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012931	SRR2100523	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012933	SRR2100524	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008845	SRR2100300	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00014846	SRR2100911	tuberculosis	R	R	R	R	R	R	R	S	S	S
MTBC_A2	C00017995	SRR2101260	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017997	SRR2101262	tuberculosis	S	S	S	 	 	 	 	S	 	 
MTBC_A2	C00015009	SRR2101045	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017994	SRR2101259	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00003796	ERR039326	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00017996	SRR2101261	tuberculosis	R	S	R	 	 	 	 	R	 	 
MTBC_A2	C00003794	ERR039324	tuberculosis	S	S	S	 	 	 	S	 	 	 
MTBC_A2	C00017990	SRR2101255	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00003792	ERR038300	tuberculosis	S	S	S	 	 	 	 	S	 	 
MTBC_A2	C00015001	SRR2101039	tuberculosis	S	S	B	 	 	 	 	R	 	 
MTBC_A2	C00017993	SRR2101258	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00012962	SRR2100553	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012960	SRR2100551	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012961	SRR2100552	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012966	SRR2100557	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012967	SRR2100558	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00000578	ERR025843	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00000579	ERR025844	tuberculosis	S	S	S	 	 	 	S	S	 	 
MTBC_A2	C00000577	ERR025842	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00000574	ERR025838	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00000572	ERR025836	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00000573	ERR025837	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00000570	ERR025834	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00000571	ERR025835	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00015006	SRR2101042	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008846	SRR2100301	tuberculosis	R	R	S	S	S	S	 	S	S	S
MTBC_A2	C00012915	SRR2100508	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005528	ERR046993	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005529	ERR046994	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005522	SRR2100102	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005523	ERR046988	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005527	ERR046992	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005525	ERR046990	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00007292	ERR072044	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012894	SRR2100491	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012895	SRR2100492	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012892	SRR2100489	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012890	SRR2100487	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012891	SRR2100488	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014928	SRR2100977	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014929	SRR2100978	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012934	SRR2100525	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00007293	ERR072045	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008709	SRR2100179	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00008708	SRR2100178	tuberculosis	S	R	S	S	S	S	 	S	S	S
MTBC_A2	C00008705	SRR2100175	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00008704	SRR2100174	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008707	SRR2100177	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00008701	SRR2100171	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008702	SRR2100172	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014818	SRR2100896	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014810	SRR2100891	tuberculosis	R	R	S	S	S	S	 	S	S	S
MTBC_A2	C00014816	SRR2100895	tuberculosis	R	S	S	 	 	 	 	S	 	 
MTBC_A2	C00008839	SRR2100294	tuberculosis	R	R	S	S	S	S	 	 	S	S
MTBC_A2	C00008838	SRR2100293	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008837	SRR2100292	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008835	SRR2100290	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00008831	SRR2100286	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00008830	SRR2100285	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005388	ERR046853	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005386	ERR046851	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005384	ERR046849	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005382	ERR046847	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005380	ERR046845	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00016877	SRR2101116	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00003752	ERR038260	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012953	SRR2100544	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012951	SRR2100542	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014789	SRR2100871	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00014781	SRR2100864	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014782	SRR2100865	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014783	SRR2100750	tuberculosis	S	R	S					S		
MTBC_A2	C00014784	SRR2100866	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00014787	SRR2100869	tuberculosis	R	R	R	S	S	S	 	 	S	S
MTBC_A2	C00014554	SRR2100755	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00014990	SRR2101032	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012956	SRR2100547	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012955	SRR2100546	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012954	SRR2100545	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00007267	ERR072019	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00012952	SRR2100543	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00007265	SRR2469378	tuberculosis	S	R	S					S		
MTBC_A2	C00012950	SRR2100541	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00007269	ERR072021	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00007268	ERR072020	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005519	SRR2100100	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005517	ERR046982	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005516	ERR046981	tuberculosis	S	R	S	 	 	 	 	 	 	 
MTBC_A2	C00005515	ERR046980	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005514	SRR2100099	tuberculosis	S	S	S	 	 	 	S	 	 	 
MTBC_A2	C00005513	SRR2100098	tuberculosis	S	S	S	 	 	 	 	 	 	 
MTBC_A2	C00005512	SRR2100097	tuberculosis	S	R	S	 	 	 	 	S	 	 
MTBC_A2	C00005510	ERR046975	tuberculosis	S	S	S	 	 	 	S	 	 	 
